amount_players;round_result;MO;bank;timee;wkday;coeff
23.0;125.78;1.885;128.44;1716550989.68;5;1.06
24.0;197.1;1.885;371.42;1716551012.89;5;2.02
19.0;52.07;1.885;94.45;1716551040.82;5;2.95
22.0;160.19;1.885;167.06;1716551056.74;5;1.13
19.0;48.1;1.885;349.16;1716551078.71;5;1.8
17.0;-417.87;1.885;313.31;1716551112.6;5;3.0
22.0;-291.51;1.885;129.02;1716551156.03;5;3.0
22.0;111.61;1.886;176.89;1716551178.06;5;1.87
16.0;125.3;1.886;125.3;1716551192.89;5;1.07
16.0;56.05;1.885;56.05;1716551207.21;5;1.0
18.0;-41.9;1.885;55.15;1716551242.86;5;3.0
19.0;125.47;1.885;125.47;1716551257.21;5;1.0
20.0;98.26;1.885;104.88;1716551273.13;5;1.08
21.0;-53.28;1.885;121.16;1716551296.89;5;2.03
25.0;147.02;1.885;150.65;1716551311.82;5;1.05
16.0;24.36;1.885;39.08;1716551331.52;5;1.51
16.0;-8.31;1.885;44.81;1716551384.63;5;3.0
22.0;26.35;1.885;126.12;1716551401.07;5;1.17
16.0;144.56;1.885;144.56;1716551415.9;5;1.0
19.0;40.83;1.884;45.54;1716551431.31;5;1.02
19.0;149.38;1.884;178.5;1716551453.66;5;1.83
24.0;80.26;1.884;82.66;1716551469.58;5;1.12
18.0;39.29;1.884;39.29;1716551484.46;5;1.02
22.0;-71.65;1.884;86.4;1716551533.35;5;3.0
17.0;3.65;1.884;34.93;1716551551.78;5;1.45
17.0;-21.52;1.884;43.44;1716551591.99;5;3.0
17.0;-903.58;1.884;649.62;1716551649.13;5;3.0
17.0;86.71;1.885;113.69;1716551667.54;5;1.42
19.0;-624.19;1.884;392.48;1716551712.53;5;3.0
20.0;299.4;1.885;310.85;1716551728.42;5;1.09
23.0;-68.94;1.885;80.56;1716551759.91;5;3.0
19.0;-9.73;1.885;72.01;1716551784.5;5;2.28
24.0;-71.55;1.885;77.94;1716551839.25;5;3.0
16.0;40.45;1.885;50.82;1716551854.6;5;1.14
16.0;129.25;1.885;129.25;1716551869.42;5;1.04
18.0;-1.98;1.885;47.81;1716551894.97;5;2.32
21.0;9.82;1.885;85.07;1716551914.95;5;1.59
24.0;-73.51;1.885;104.99;1716551947.31;5;3.0
17.0;-10.46;1.885;132.32;1716551969.99;5;2.01
21.0;74.08;1.885;90.71;1716551986.41;5;1.2
18.0;33.04;1.885;55.06;1716552004.75;5;1.33
18.0;-65.12;1.885;88.18;1716552029.8;5;2.32
22.0;91.91;1.885;91.91;1716552044.67;5;1.0
24.0;-11.75;1.885;122.98;1716552070.27;5;2.43
22.0;302.5;1.885;307.47;1716552085.57;5;1.03
22.0;59.49;1.885;63.08;1716552100.45;5;1.02
17.0;49.3;1.884;49.3;1716552115.8;5;1.07
16.0;21.59;1.884;23.5;1716552130.63;5;1.03
21.0;53.43;1.884;63.76;1716552146.03;5;1.08
24.0;26.15;1.884;65.39;1716552167.04;5;1.62
21.0;237.68;1.884;243.34;1716552185.49;5;1.3
17.0;-1258.37;1.883;421.33;1716552239.93;5;3.0
16.0;-28.02;1.884;96.25;1716552271.65;5;3.0
25.0;-32.41;1.884;63.82;1716552312.34;5;3.0
22.0;125.58;1.884;153.75;1716552336.38;5;2.04
19.0;64.12;1.884;78.3;1716552354.34;5;1.3
16.0;-8.48;1.884;84.14;1716552376.83;5;1.82
20.0;2.93;1.884;45.34;1716552402.15;5;2.36
18.0;40.43;1.884;41.47;1716552416.49;5;1.04
23.0;48.29;1.884;108.01;1716552437.34;5;1.64
16.0;-14.56;1.884;77.5;1716552463.84;5;2.4
24.0;768.83;1.884;772.99;1716552479.77;5;1.15
21.0;-494.97;1.884;437.6;1716552526.72;5;3.0
23.0;256.25;1.884;262.38;1716552542.62;5;1.1
20.0;129.33;1.884;129.33;1716552556.98;5;1.0
25.0;186.56;1.884;186.56;1716552572.9;5;1.04
23.0;-15.06;1.884;69.1;1716552599.03;5;2.45
22.0;188.95;1.884;209.56;1716552620.03;5;1.71
20.0;7.44;1.884;165.33;1716552641.31;5;1.76
23.0;94.87;1.884;95.49;1716552656.7;5;1.03
21.0;36.01;1.883;61.35;1716552674.66;5;1.32
18.0;-80.53;1.883;108.47;1716552718.9;5;3.0
16.0;208.01;1.884;208.01;1716552733.22;5;1.02
17.0;-71.56;1.883;157.31;1716552773.04;5;3.0
23.0;3.31;1.884;66.25;1716552796.63;5;2.09
20.0;-31.59;1.884;42.28;1716552833.88;5;3.0
17.0;223.0;1.884;230.57;1716552853.3;5;1.53
17.0;48.97;1.884;228.14;1716552870.72;5;1.23
19.0;13.16;1.884;46.39;1716552895.26;5;2.25
22.0;126.79;1.884;127.68;1716552910.67;5;1.06
19.0;25.65;1.884;69.25;1716552935.2;5;2.21
16.0;98.63;1.884;98.63;1716552950.88;5;1.03
20.0;34.98;1.883;55.21;1716552970.86;5;1.6
23.0;-69.46;1.883;53.25;1716553027.71;5;3.0
24.0;118.25;1.884;144.03;1716553043.68;5;1.13
24.0;72.21;1.883;75.74;1716553058.6;5;1.04
17.0;-92.99;1.883;214.13;1716553088.28;5;3.0
20.0;-23.07;1.883;59.42;1716553121.6;5;3.0
22.0;56.5;1.884;67.99;1716553140.57;5;1.41
16.0;15.98;1.884;55.73;1716553167.02;5;2.59
17.0;-117.68;1.884;31.89;1716553242.62;5;3.0
21.0;-0.86;1.884;104.52;1716553269.24;5;2.64
19.0;-68.37;1.884;45.25;1716553325.42;5;3.0
16.0;66.49;1.885;66.49;1716553340.25;5;1.03
19.0;22.79;1.884;73.45;1716553360.87;5;1.58
23.0;-35.01;1.884;59.51;1716553394.99;5;3.0
16.0;29.56;1.885;40.11;1716553413.88;5;1.47
19.0;92.79;1.885;92.79;1716553428.22;5;1.0
19.0;47.94;1.884;47.94;1716553443.07;5;1.0
17.0;31.05;1.884;31.05;1716553458.91;5;1.08
23.0;-85.57;1.884;63.73;1716553499.17;5;3.0
17.0;13.6;1.884;32.77;1716553522.15;5;2.01
23.0;72.39;1.884;77.47;1716553536.64;5;1.04
17.0;184.61;1.884;344.39;1716553551.49;5;1.03
20.0;-373.18;1.884;595.68;1716553576.94;5;2.25
19.0;42.18;1.884;52.56;1716553596.97;5;1.58
19.0;52.89;1.884;74.54;1716553619.31;5;1.88
25.0;-124.02;1.884;257.43;1716553652.21;5;3.0
16.0;120.51;1.884;141.15;1716553668.58;5;1.11
22.0;193.96;1.884;196.31;1716553684.5;5;1.1
24.0;44.9;1.884;74.86;1716553706.11;5;1.76
16.0;91.36;1.884;91.36;1716553721.95;5;1.09
23.0;45.85;1.883;64.13;1716553737.87;5;1.04
21.0;-191.05;1.883;137.49;1716553774.05;5;3.0
19.0;-119.75;1.883;80.85;1716553819.23;5;3.0
17.0;51.01;1.884;51.01;1716553834.56;5;1.04
22.0;46.61;1.883;51.71;1716553849.53;5;1.03
18.0;55.36;1.883;55.36;1716553864.38;5;1.0
24.0;56.3;1.883;65.76;1716553881.34;5;1.17
24.0;78.6;1.883;90.14;1716553900.83;5;1.46
24.0;97.1;1.883;126.59;1716553919.16;5;1.37
18.0;156.33;1.883;180.18;1716553935.01;5;1.06
19.0;-87.74;1.882;99.26;1716553971.58;5;3.0
22.0;77.85;1.883;77.85;1716553986.47;5;1.02
21.0;34.84;1.882;46.13;1716554007.44;5;1.66
23.0;351.99;1.882;351.99;1716554022.35;5;1.03
20.0;555.24;1.882;555.24;1716554037.27;5;1.02
24.0;-74.8;1.882;283.35;1716554067.82;5;3.0
20.0;84.75;1.882;91.63;1716554085.21;5;1.29
18.0;55.7;1.882;62.96;1716554100.57;5;1.04
21.0;5.83;1.882;46.09;1716554124.0;5;2.05
20.0;75.87;1.882;107.73;1716554141.93;5;1.27
24.0;239.5;1.882;239.5;1716554157.33;5;1.01
24.0;109.18;1.881;115.14;1716554173.76;5;1.12
19.0;-35.17;1.881;30.31;1716554217.06;5;3.0
25.0;97.93;1.882;97.93;1716554231.47;5;1.01
25.0;-228.0;1.881;343.67;1716554266.35;5;3.0
24.0;-30.05;1.882;78.79;1716554291.95;5;2.58
18.0;50.99;1.882;57.52;1716554308.85;5;1.26
18.0;62.65;1.882;62.65;1716554323.69;5;1.03
25.0;718.99;1.881;718.99;1716554338.59;5;1.04
25.0;664.14;1.881;664.14;1716554353.5;5;1.01
16.0;261.11;1.881;262.01;1716554368.35;5;1.04
22.0;146.63;1.881;155.17;1716554387.3;5;1.4
18.0;14.05;1.881;46.6;1716554408.92;5;1.69
19.0;-62.82;1.881;342.85;1716554449.43;5;3.0
18.0;28.68;1.881;85.32;1716554466.83;5;1.36
21.0;300.7;1.881;300.7;1716554481.71;5;1.04
18.0;62.17;1.88;62.17;1716554496.54;5;1.02
24.0;151.5;1.88;151.5;1716554511.44;5;1.03
22.0;63.67;1.88;64.68;1716554526.93;5;1.05
22.0;51.45;1.88;58.01;1716554544.86;5;1.32
20.0;61.07;1.88;61.07;1716554559.22;5;1.01
22.0;-75.16;1.879;54.92;1716554606.02;5;3.0
19.0;89.1;1.88;93.96;1716554620.87;5;1.07
23.0;-288.72;1.879;159.21;1716554671.54;5;3.0
23.0;386.15;1.88;422.85;1716554688.48;5;1.2
24.0;75.83;1.88;85.3;1716554707.42;5;1.38
19.0;36.5;1.879;71.73;1716554725.84;5;1.35
22.0;-314.25;1.879;429.63;1716554763.93;5;3.0
25.0;278.83;1.88;282.02;1716554779.94;5;1.13
18.0;4.22;1.879;108.46;1716554803.86;5;2.13
21.0;192.02;1.879;192.02;1716554818.75;5;1.04
20.0;-37.48;1.879;57.8;1716554867.46;5;3.0
16.0;73.37;1.88;73.37;1716554882.27;5;1.09
22.0;53.81;1.879;107.14;1716554905.64;5;1.99
25.0;84.11;1.879;96.69;1716554922.11;5;1.18
24.0;-399.75;1.879;170.11;1716554959.48;5;3.0
22.0;5.99;1.879;29.18;1716554981.49;5;1.76
22.0;92.38;1.879;92.38;1716554996.39;5;1.04
18.0;137.69;1.879;140.57;1716555012.26;5;1.1
17.0;83.63;1.879;128.61;1716555028.11;5;1.07
16.0;-109.58;1.879;174.4;1716555074.82;5;3.0
20.0;98.13;1.879;99.12;1716555089.7;5;1.06
22.0;83.86;1.879;83.86;1716555104.05;5;1.01
19.0;127.59;1.879;127.59;1716555120.42;5;1.09
21.0;40.26;1.878;56.94;1716555136.39;5;1.09
23.0;-103.24;1.878;74.84;1716555168.84;5;3.0
21.0;67.48;1.879;67.48;1716555185.23;5;1.17
20.0;-6.32;1.878;46.47;1716555215.16;5;3.0
19.0;629.48;1.879;640.54;1716555236.66;5;1.58
25.0;16.23;1.879;118.4;1716555257.74;5;1.83
16.0;32.03;1.879;63.69;1716555279.53;5;1.8
16.0;-1.86;1.879;48.09;1716555303.51;5;2.09
16.0;-13.22;1.879;39.0;1716555329.82;5;2.51
25.0;229.93;1.879;259.16;1716555350.86;5;1.73
24.0;285.34;1.879;285.34;1716555365.9;5;1.05
24.0;52.04;1.879;166.33;1716555388.49;5;1.95
16.0;331.08;1.879;429.45;1716555405.86;5;1.26
21.0;-55.31;1.878;44.94;1716555439.42;5;3.0
22.0;5.42;1.879;75.32;1716555464.07;5;2.14
16.0;96.0;1.879;103.81;1716555479.42;5;1.13
20.0;1.16;1.879;65.24;1716555505.57;5;2.49
20.0;67.51;1.879;67.51;1716555520.45;5;1.01
18.0;126.77;1.878;126.77;1716555535.42;5;1.0
22.0;296.05;1.878;298.83;1716555551.84;5;1.14
20.0;76.22;1.878;76.22;1716555566.21;5;1.0
17.0;-262.86;1.878;292.9;1716555604.39;5;3.0
22.0;196.23;1.878;370.64;1716555623.87;5;1.46
25.0;86.2;1.878;127.91;1716555644.9;5;1.7
16.0;9.9;1.878;40.16;1716555668.99;5;2.17
20.0;6.93;1.878;48.95;1716555693.54;5;2.27
19.0;252.0;1.878;252.0;1716555708.38;5;1.02
19.0;478.41;1.878;480.07;1716555723.74;5;1.04
23.0;117.65;1.878;117.65;1716555738.12;5;1.0
26.0;4.78;1.877;98.27;1716555763.52;5;2.29
18.0;36.98;1.878;125.76;1716555790.4;5;2.69
21.0;479.52;1.878;479.52;1716555805.27;5;1.0
21.0;-936.2;1.878;93.69;1716555879.81;5;3.0
18.0;58.92;1.878;74.8;1716555895.67;5;1.14
22.0;93.81;1.878;93.81;1716555910.56;5;1.02
22.0;84.59;1.877;280.97;1716555948.97;5;3.0
22.0;-280.5;1.878;238.45;1716555979.74;5;3.0
20.0;53.6;1.878;53.6;1716555993.58;5;1.05
17.0;40.24;1.878;40.98;1716556008.92;5;1.08
17.0;-161.68;1.878;230.93;1716556034.93;5;2.33
19.0;-1.56;1.878;47.2;1716556058.45;5;2.11
21.0;286.11;1.878;294.56;1716556074.89;5;1.17
18.0;43.81;1.878;45.87;1716556090.76;5;1.07
19.0;-263.74;1.877;140.16;1716556178.4;5;3.0
24.0;80.15;1.878;87.46;1716556197.88;5;1.45
20.0;-40.14;1.878;105.95;1716556227.94;5;3.0
24.0;262.54;1.878;266.41;1716556242.86;5;1.05
25.0;255.81;1.878;255.81;1716556257.26;5;1.0
23.0;-62.9;1.877;67.04;1716556295.54;5;3.0
16.0;26.73;1.878;29.38;1716556311.89;5;1.15
20.0;276.69;1.877;277.24;1716556326.81;5;1.07
18.0;-33.33;1.877;78.77;1716556349.93;5;2.03
17.0;17.08;1.877;42.79;1716556375.67;5;2.46
17.0;-178.86;1.877;48.6;1716556459.74;5;3.0
23.0;72.94;1.878;100.59;1716556477.69;5;1.32
22.0;-365.31;1.878;454.52;1716556513.89;5;3.0
20.0;145.52;1.878;145.52;1716556528.27;5;1.02
25.0;-57.25;1.878;85.93;1716556559.05;5;3.0
24.0;-281.45;1.878;235.85;1716556613.75;5;3.0
22.0;-34.34;1.878;221.88;1716556641.19;5;2.78
21.0;15.42;1.879;36.84;1716556662.77;5;1.82
23.0;31.7;1.878;70.92;1716556683.81;5;1.72
17.0;13.92;1.878;49.33;1716556706.35;5;1.9
21.0;120.93;1.878;138.56;1716556726.34;5;1.51
19.0;2.24;1.878;41.28;1716556748.25;5;1.78
22.0;233.02;1.878;233.02;1716556763.11;5;1.0
25.0;-305.28;1.878;383.37;1716556804.24;5;3.0
24.0;-26.09;1.878;366.47;1716556828.36;5;2.1
19.0;65.38;1.878;85.55;1716556843.74;5;1.05
17.0;17.5;1.878;17.5;1716556858.69;5;1.02
20.0;18.18;1.878;62.15;1716556880.7;5;1.82
17.0;-264.54;1.878;317.99;1716556913.7;5;3.0
20.0;18.45;1.878;156.61;1716556930.64;5;1.24
24.0;60.1;1.878;63.81;1716556946.06;5;1.08
18.0;49.28;1.878;49.28;1716556961.93;5;1.05
19.0;1.95;1.878;85.04;1716556983.94;5;1.83
25.0;55.22;1.878;61.75;1716556999.92;5;1.13
17.0;58.64;1.877;64.67;1716557020.87;5;1.68
21.0;108.54;1.877;110.3;1716557037.29;5;1.21
21.0;44.79;1.877;47.64;1716557052.74;5;1.06
20.0;115.2;1.877;115.2;1716557067.1;5;1.0
25.0;11.26;1.877;86.89;1716557090.17;5;1.89
17.0;33.41;1.877;34.06;1716557105.51;5;1.04
24.0;272.28;1.877;272.28;1716557120.4;5;1.0
25.0;107.23;1.876;112.5;1716557135.83;5;1.06
17.0;49.44;1.876;49.44;1716557150.65;5;1.04
22.0;-22.49;1.876;68.7;1716557174.17;5;2.02
17.0;48.59;1.876;49.21;1716557188.5;5;1.03
19.0;-10.31;1.876;55.11;1716557212.03;5;2.03
19.0;121.33;1.876;165.74;1716557236.1;5;2.2
25.0;-51.08;1.876;67.56;1716557269.92;5;3.0
21.0;-42.14;1.876;42.46;1716557315.36;5;3.0
23.0;51.78;1.876;51.78;1716557330.25;5;1.0
20.0;-96.04;1.876;69.12;1716557381.15;5;3.0
22.0;59.47;1.877;59.47;1716557396.53;5;1.02
25.0;51.17;1.876;51.17;1716557410.97;5;1.0
17.0;693.92;1.876;693.92;1716557426.31;5;1.0
17.0;-168.94;1.876;86.24;1716557476.32;5;3.0
16.0;54.25;1.876;54.25;1716557491.65;5;1.04
20.0;-281.41;1.876;137.46;1716557527.11;5;3.0
24.0;-78.06;1.876;109.61;1716557562.27;5;3.0
22.0;-47.05;1.876;122.36;1716557598.94;5;3.0
17.0;29.29;1.877;48.24;1716557614.32;5;1.1
22.0;43.67;1.877;78.31;1716557634.3;5;1.49
16.0;-437.67;1.876;135.06;1716557713.89;5;3.0
21.0;-244.19;1.877;133.09;1716557758.11;5;3.0
19.0;-26.71;1.877;130.05;1716557789.25;5;3.0
20.0;22.03;1.877;62.86;1716557808.17;5;1.5
21.0;60.0;1.877;141.23;1716557829.15;5;1.61
25.0;112.7;1.877;128.15;1716557848.82;5;1.43
18.0;46.06;1.877;46.67;1716557863.67;5;1.03
20.0;414.87;1.877;487.59;1716557880.07;5;1.18
23.0;-76.34;1.877;49.41;1716557916.13;5;3.0
19.0;-0.92;1.877;38.15;1716557938.64;5;1.98
18.0;173.25;1.877;177.06;1716557957.04;5;1.38
20.0;63.87;1.877;63.87;1716557972.32;5;1.0
22.0;64.49;1.877;64.49;1716557987.24;5;1.0
18.0;-42.87;1.876;136.23;1716558017.33;5;3.0
18.0;54.99;1.877;54.99;1716558032.16;5;1.08
18.0;49.83;1.876;58.89;1716558047.51;5;1.05
20.0;90.57;1.876;90.57;1716558062.37;5;1.03
18.0;44.35;1.876;44.35;1716558077.2;5;1.0
26.0;44.9;1.876;73.12;1716558098.57;5;1.69
19.0;92.5;1.876;94.46;1716558117.99;5;1.46
24.0;147.52;1.876;152.33;1716558134.93;5;1.26
18.0;-242.4;1.876;145.98;1716558163.45;5;3.0
17.0;514.35;1.876;514.35;1716558178.3;5;1.0
19.0;-85.49;1.876;52.65;1716558214.08;5;3.0
22.0;-92.73;1.876;310.75;1716558239.67;5;2.49
18.0;55.76;1.876;57.35;1716558254.52;5;1.05
18.0;124.84;1.876;128.32;1716558269.93;5;1.03
21.0;-10.05;1.876;54.81;1716558294.51;5;2.24
20.0;41.66;1.876;161.9;1716558316.76;5;1.82
17.0;-8.84;1.876;27.38;1716558343.79;5;2.75
20.0;-38.21;1.876;74.82;1716558385.45;5;3.0
17.0;31.44;1.876;31.44;1716558400.27;5;1.03
20.0;-203.42;1.876;95.48;1716558436.67;5;3.0
19.0;22.39;1.876;38.57;1716558454.08;5;1.28
22.0;21.01;1.876;71.86;1716558481.18;5;2.63
18.0;10.58;1.876;53.25;1716558509.92;5;3.0
25.0;-249.48;1.877;294.79;1716558549.22;5;3.0
24.0;66.04;1.877;66.04;1716558563.09;5;1.0
23.0;157.65;1.877;171.38;1716558578.48;5;1.04
22.0;-190.36;1.876;123.2;1716558623.75;5;3.0
19.0;24.69;1.877;53.69;1716558640.67;5;1.22
21.0;-107.78;1.877;56.93;1716558679.71;5;3.0
19.0;46.54;1.877;107.92;1716558697.12;5;1.28
19.0;-185.8;1.877;148.67;1716558748.04;5;3.0
22.0;55.41;1.877;57.02;1716558762.42;5;1.02
18.0;124.2;1.877;184.44;1716558791.52;5;3.0
20.0;27.42;1.877;34.75;1716558808.41;5;1.22
21.0;30.42;1.877;80.73;1716558825.84;5;1.22
24.0;87.52;1.877;113.84;1716558843.82;5;1.36
23.0;-86.17;1.877;295.94;1716558863.62;5;1.56
22.0;124.14;1.877;124.14;1716558877.99;5;1.0
24.0;47.66;1.876;215.24;1716558896.99;5;1.38
25.0;-54.98;1.876;151.19;1716558923.69;5;2.43
18.0;-89.89;1.876;57.26;1716558990.63;5;3.0
21.0;51.53;1.877;150.23;1716559019.1;5;3.0
17.0;83.97;1.877;83.97;1716559035.45;5;1.23
23.0;416.42;1.877;416.42;1716559050.34;5;1.02
16.0;33.1;1.876;50.24;1716559071.86;5;1.73
21.0;187.83;1.876;187.83;1716559086.22;5;1.03
16.0;-0.26;1.876;91.04;1716559113.01;5;2.56
22.0;136.28;1.876;304.52;1716559136.56;5;2.12
16.0;29.57;1.876;30.32;1716559152.38;5;1.09
17.0;32.47;1.876;40.68;1716559169.27;5;1.2
17.0;1.12;1.876;114.89;1716559192.75;5;1.97
17.0;-78.66;1.876;290.89;1716559219.18;5;2.65
24.0;185.33;1.876;212.14;1716559242.22;5;1.93
22.0;299.69;1.876;300.49;1716559257.6;5;1.04
23.0;-48.74;1.876;186.42;1716559284.24;5;2.64
22.0;234.8;1.876;235.48;1716559300.22;5;1.09
23.0;-37.33;1.876;248.59;1716559335.31;5;3.0
23.0;286.04;1.876;551.92;1716559358.51;5;1.93
22.0;44.25;1.876;44.25;1716559373.38;5;1.04
22.0;319.5;1.876;347.49;1716559396.34;5;1.89
22.0;63.99;1.876;63.99;1716559412.26;5;1.08
25.0;-154.74;1.876;114.66;1716559465.01;5;3.0
23.0;-73.53;1.876;59.59;1716559496.28;5;3.0
24.0;450.16;1.877;450.16;1716559511.17;5;1.0
24.0;279.94;1.876;279.94;1716559526.55;5;1.04
25.0;-42.03;1.876;106.51;1716559550.67;5;2.1
24.0;16.21;1.876;114.9;1716559573.25;5;1.93
23.0;-29.63;1.876;164.1;1716559598.3;5;2.27
26.0;27.45;1.876;145.73;1716559619.86;5;1.73
21.0;-35.97;1.876;353.38;1716559642.97;5;1.92
23.0;318.57;1.876;343.43;1716559659.92;5;1.27
21.0;369.87;1.876;369.87;1716559675.29;5;1.0
21.0;49.81;1.876;137.93;1716559691.73;5;1.12
21.0;-23.62;1.876;197.64;1716559717.58;5;2.45
22.0;394.52;1.876;405.0;1716559734.51;5;1.21
21.0;13.37;1.876;48.4;1716559760.99;5;2.56
24.0;110.86;1.876;110.86;1716559775.38;5;1.02
24.0;49.61;1.876;65.44;1716559792.84;5;1.22
23.0;-62.51;1.875;79.82;1716559825.03;5;3.0
23.0;-151.1;1.876;98.89;1716559861.55;5;3.0
22.0;202.13;1.876;232.78;1716559879.0;5;1.27
24.0;123.77;1.876;156.77;1716559901.0;5;1.71
22.0;39.67;1.876;64.48;1716559917.32;5;1.17
23.0;94.46;1.876;95.29;1716559932.71;5;1.05
21.0;36.25;1.875;74.57;1716559953.27;5;1.62
23.0;98.93;1.875;112.35;1716559969.19;5;1.08
25.0;-1054.63;1.875;248.46;1716560055.24;5;3.0
23.0;19.18;1.875;105.94;1716560079.82;5;2.17
23.0;7.95;1.876;110.95;1716560103.73;5;2.11
22.0;-73.08;1.876;201.46;1716560126.3;5;1.9
25.0;287.29;1.876;287.29;1716560141.2;5;1.0
23.0;32.62;1.875;95.45;1716560159.21;5;1.27
24.0;118.56;1.875;118.56;1716560174.12;5;1.0
23.0;112.03;1.875;112.03;1716560189.5;5;1.03
22.0;264.26;1.875;264.26;1716560204.37;5;1.0
23.0;111.45;1.875;147.32;1716560221.81;5;1.25
21.0;47.82;1.874;90.46;1716560243.84;5;1.82
25.0;72.15;1.874;101.69;1716560260.83;5;1.21
25.0;-901.25;1.874;459.28;1716560326.59;5;3.0
24.0;71.2;1.874;85.6;1716560341.5;5;1.02
24.0;127.48;1.874;182.64;1716560368.04;5;2.57
22.0;87.9;1.874;87.9;1716560382.42;5;1.02
21.0;-29.39;1.874;122.0;1716560414.21;5;3.0
21.0;-517.1;1.875;323.81;1716560448.45;5;3.0
24.0;-401.41;1.875;553.44;1716560520.55;5;3.0
21.0;-389.3;1.875;236.81;1716560552.49;5;3.0
24.0;70.39;1.875;127.16;1716560568.94;5;1.14
23.0;-103.12;1.875;92.07;1716560625.92;5;3.0
25.0;87.23;1.875;92.35;1716560641.33;5;1.09
24.0;71.58;1.875;71.58;1716560656.33;5;1.0
25.0;-52.11;1.875;180.32;1716560686.64;5;3.0
23.0;144.56;1.875;184.35;1716560704.66;5;1.34
19.0;133.06;1.875;135.02;1716560719.52;5;1.04
22.0;19.39;1.875;116.35;1716560741.6;5;1.81
22.0;-79.42;1.875;68.86;1716560797.98;5;3.0
25.0;305.64;1.875;305.64;1716560812.38;5;1.0
25.0;137.18;1.875;163.61;1716560828.83;5;1.14
22.0;55.55;1.875;55.55;1716560843.2;5;1.0
24.0;-102.64;1.875;71.92;1716560891.92;5;3.0
25.0;143.69;1.875;160.53;1716560909.89;5;1.34
24.0;69.51;1.875;69.51;1716560924.31;5;1.0
26.0;-56.03;1.875;143.27;1716560951.5;5;2.59
25.0;-209.16;1.875;228.93;1716560986.38;5;3.0
22.0;-304.69;1.875;398.69;1716561014.52;5;2.87
23.0;210.82;1.875;210.82;1716561029.4;5;1.01
21.0;232.82;1.875;232.82;1716561044.83;5;1.05
21.0;50.0;1.875;56.26;1716561060.74;5;1.13
25.0;-64.45;1.875;68.88;1716561099.53;5;3.0
22.0;251.83;1.875;258.43;1716561115.47;5;1.13
24.0;-62.68;1.875;116.48;1716561145.3;5;3.0
23.0;23.22;1.875;63.44;1716561164.83;5;1.57
21.0;811.76;1.875;813.38;1716561179.72;5;1.04
22.0;317.51;1.875;327.64;1716561196.14;5;1.16
23.0;-75.58;1.875;104.62;1716561230.04;5;3.0
19.0;84.01;1.875;84.01;1716561243.9;5;1.05
22.0;292.54;1.875;292.54;1716561258.28;5;1.03
23.0;18.5;1.874;69.07;1716561285.4;5;2.59
25.0;497.32;1.875;500.63;1716561301.33;5;1.09
23.0;-148.25;1.874;158.46;1716561337.14;5;3.0
22.0;349.49;1.875;349.49;1716561351.51;5;1.04
23.0;78.79;1.874;308.32;1716561380.29;5;3.0
20.0;-58.43;1.875;56.08;1716561411.21;5;3.0
21.0;-31.2;1.875;73.6;1716561446.93;5;3.0
23.0;118.69;1.875;143.0;1716561465.4;5;1.38
24.0;40.85;1.875;68.7;1716561483.89;5;1.35
22.0;134.73;1.875;151.18;1716561499.31;5;1.09
22.0;61.72;1.875;66.67;1716561514.24;5;1.02
24.0;55.82;1.875;88.16;1716561533.22;5;1.39
23.0;-38.0;1.875;114.72;1716561563.9;5;3.0
22.0;72.72;1.875;103.92;1716561585.43;5;1.81
22.0;73.64;1.875;83.19;1716561604.39;5;1.41
23.0;297.96;1.875;373.63;1716561630.0;5;2.38
21.0;64.46;1.875;117.63;1716561646.44;5;1.21
23.0;-183.51;1.875;294.68;1716561695.37;5;3.0
23.0;-56.88;1.875;51.86;1716561734.15;5;3.0
25.0;368.41;1.875;378.45;1716561748.57;5;1.03
25.0;37.95;1.875;113.5;1716561770.64;5;1.79
21.0;162.81;1.875;164.76;1716561787.04;5;1.15
23.0;-68.01;1.875;284.88;1716561827.86;5;3.0
22.0;304.13;1.875;304.13;1716561842.76;5;1.04
24.0;74.06;1.875;303.15;1716561860.75;5;1.33
20.0;504.72;1.875;505.86;1716561875.62;5;1.03
21.0;87.51;1.874;206.06;1716561905.29;5;3.0
24.0;-146.7;1.875;98.93;1716561976.44;5;3.0
25.0;36.16;1.875;42.13;1716561993.44;5;1.21
24.0;-47.83;1.875;62.05;1716562044.88;5;3.0
24.0;-65.42;1.875;92.7;1716562074.12;5;3.0
20.0;-48.34;1.875;75.36;1716562102.25;5;3.0
23.0;-112.82;1.876;84.84;1716562139.01;5;3.0
23.0;102.59;1.876;103.41;1716562153.4;5;1.04
23.0;53.92;1.876;53.92;1716562168.98;5;1.0
21.0;-16.8;1.876;58.93;1716562203.2;5;3.0
22.0;417.29;1.876;427.97;1716562223.19;5;1.59
20.0;23.01;1.876;83.49;1716562252.84;5;3.0
22.0;-30.65;1.876;60.97;1716562277.44;5;2.25
25.0;-120.32;1.876;106.15;1716562316.77;5;3.0
21.0;86.84;1.876;96.77;1716562332.72;5;1.13
20.0;-30.52;1.876;46.58;1716562377.06;5;3.0
21.0;98.19;1.876;98.19;1716562390.93;5;1.0
23.0;67.92;1.876;68.61;1716562406.84;5;1.05
22.0;34.83;1.876;36.59;1716562421.74;5;1.05
21.0;0.03;1.876;41.63;1716562448.25;5;2.61
24.0;76.18;1.876;76.18;1716562463.14;5;1.0
