amount_players;round_result;MO;bank;timee;wkday;coeff
22.0;30.45;1.882;49.05;1716505413.49;5;1.64
22.0;228.42;1.882;238.08;1716505429.96;5;1.13
19.0;207.8;1.881;208.83;1716505444.92;5;1.03
20.0;6.57;1.881;60.17;1716505478.26;5;3.0
23.0;-192.14;1.881;319.01;1716506230.7;5;3.0
26.0;-19.42;1.882;64.75;1716506254.85;5;2.14
24.0;41.74;1.882;41.74;1716506269.76;5;1.03
20.0;-8.72;1.881;64.79;1716506293.34;5;2.01
23.0;126.35;1.882;126.35;1716506307.23;5;1.0
25.0;122.33;1.881;181.2;1716506326.23;5;1.35
17.0;122.65;1.881;122.65;1716506340.56;5;1.02
20.0;99.96;1.88;99.96;1716506355.94;5;1.04
18.0;19.63;1.88;66.04;1716506370.79;5;1.03
24.0;75.09;1.879;90.13;1716506390.82;5;1.51
26.0;189.12;1.879;252.71;1716506417.49;5;2.58
16.0;-32.2;1.88;41.79;1716506448.66;5;3.0
17.0;-59.62;1.88;84.82;1716506490.51;5;3.0
21.0;84.9;1.881;84.9;1716506505.39;5;1.0
20.0;54.8;1.88;62.67;1716506523.31;5;1.27
22.0;389.25;1.88;451.91;1716506545.34;5;1.73
17.0;-125.59;1.88;74.84;1716506575.98;5;3.0
16.0;-42.05;1.881;121.02;1716506601.04;5;2.37
22.0;-117.67;1.881;133.46;1716506631.78;5;3.0
22.0;84.77;1.881;84.77;1716506646.17;5;1.0
23.0;51.39;1.881;51.39;1716506661.56;5;1.03
21.0;85.67;1.88;95.76;1716506680.02;5;1.33
20.0;62.11;1.88;83.67;1716506700.02;5;1.55
22.0;-165.53;1.88;105.41;1716506738.9;5;3.0
17.0;43.15;1.881;91.89;1716506757.84;5;1.43
21.0;28.88;1.88;42.24;1716506775.78;5;1.29
24.0;-167.49;1.88;361.23;1716506800.39;5;2.23
16.0;42.47;1.88;54.08;1716506816.24;5;1.07
22.0;73.15;1.88;73.15;1716506830.62;5;1.03
23.0;12.7;1.879;30.49;1716506852.17;5;1.73
20.0;224.2;1.879;227.3;1716506870.08;5;1.36
19.0;37.96;1.879;55.83;1716506891.06;5;1.7
18.0;584.08;1.879;599.43;1716506908.99;5;1.36
20.0;30.13;1.879;77.45;1716506930.0;5;1.67
23.0;111.48;1.879;164.38;1716506951.03;5;1.72
19.0;60.54;1.878;235.94;1716506973.56;5;1.89
18.0;222.57;1.878;222.57;1716506988.43;5;1.0
21.0;51.76;1.878;56.8;1716507005.33;5;1.18
16.0;40.62;1.878;47.93;1716507024.76;5;1.42
20.0;213.77;1.877;250.0;1716507042.7;5;1.3
19.0;23.04;1.877;38.74;1716507064.71;5;1.78
19.0;76.42;1.877;77.17;1716507079.58;5;1.03
18.0;10.45;1.877;64.93;1716507102.09;5;1.83
16.0;-27.51;1.877;62.6;1716507131.21;5;3.0
23.0;-69.17;1.877;46.97;1716507169.04;5;3.0
25.0;416.33;1.878;416.33;1716507183.43;5;1.0
18.0;75.53;1.877;77.27;1716507199.29;5;1.08
23.0;-88.65;1.877;49.21;1716507244.75;5;3.0
24.0;233.04;1.877;233.04;1716507259.65;5;1.02
18.0;-45.89;1.877;87.41;1716507311.15;5;3.0
17.0;-571.85;1.878;310.62;1716507359.1;5;3.0
21.0;-32.46;1.878;39.51;1716507397.92;5;3.0
19.0;-27.55;1.879;223.17;1716507418.38;5;1.62
21.0;0.83;1.879;77.15;1716507447.53;5;3.0
23.0;-554.9;1.879;168.44;1716507497.53;5;3.0
21.0;-263.77;1.88;511.2;1716507526.19;5;2.95
21.0;70.83;1.88;70.83;1716507540.55;5;1.0
26.0;251.25;1.88;251.25;1716507555.46;5;1.0
24.0;259.26;1.879;274.56;1716507573.41;5;1.29
24.0;206.04;1.879;206.04;1716507588.81;5;1.04
17.0;-35.01;1.879;49.31;1716507624.01;5;3.0
21.0;6.8;1.879;53.15;1716507650.1;5;2.5
19.0;-455.44;1.88;301.43;1716507691.91;5;3.0
17.0;39.41;1.88;56.69;1716507711.33;5;1.49
20.0;71.08;1.88;71.08;1716507726.69;5;1.03
22.0;69.49;1.88;72.35;1716507743.11;5;1.16
16.0;55.64;1.879;55.64;1716507757.42;5;1.0
21.0;-27.92;1.879;35.23;1716507789.15;5;3.0
22.0;52.05;1.879;54.6;1716507803.54;5;1.03
22.0;206.27;1.879;281.68;1716507824.03;5;1.6
16.0;-84.66;1.879;49.62;1716507887.66;5;3.0
17.0;-35.77;1.879;25.96;1716507933.59;5;3.0
21.0;91.37;1.88;125.1;1716507958.68;5;2.31
18.0;-53.28;1.88;80.66;1716507983.22;5;2.19
19.0;76.16;1.88;76.16;1716507998.07;5;1.07
24.0;37.18;1.88;153.28;1716508027.76;5;3.0
18.0;216.75;1.88;229.02;1716508045.18;5;1.24
16.0;95.13;1.88;95.13;1716508060.01;5;1.05
21.0;-69.65;1.88;140.89;1716508088.64;5;3.0
24.0;-64.35;1.88;122.88;1716508125.97;5;3.0
25.0;78.38;1.881;78.38;1716508140.36;5;1.02
23.0;51.79;1.88;85.43;1716508156.28;5;1.09
23.0;87.45;1.88;92.23;1716508172.18;5;1.08
19.0;-11.05;1.88;58.22;1716508200.84;5;2.91
21.0;104.85;1.88;104.85;1716508215.2;5;1.0
24.0;88.47;1.88;88.47;1716508230.62;5;1.01
22.0;84.97;1.879;181.51;1716508247.53;5;1.2
16.0;-26.59;1.879;32.9;1716508311.63;5;3.0
21.0;-15.67;1.879;142.1;1716508333.18;5;1.73
21.0;-4.14;1.879;62.54;1716508357.23;5;2.17
16.0;39.12;1.879;43.77;1716508372.59;5;1.11
23.0;65.55;1.879;76.2;1716508388.49;5;1.08
24.0;-78.63;1.879;368.85;1716508426.29;5;3.0
21.0;-179.35;1.879;93.26;1716508469.71;5;3.0
23.0;-133.13;1.88;101.74;1716508518.23;5;3.0
18.0;-28.3;1.88;127.66;1716508548.44;5;3.0
23.0;-7.76;1.881;137.16;1716508595.92;5;3.0
19.0;35.42;1.882;48.08;1716508615.86;5;1.53
21.0;43.92;1.881;43.92;1716508630.21;5;1.0
23.0;-111.02;1.881;57.36;1716508671.56;5;3.0
18.0;-41.34;1.881;181.63;1716508691.53;5;1.54
21.0;45.65;1.881;45.65;1716508706.38;5;1.0
23.0;65.2;1.881;72.25;1716508724.84;5;1.34
20.0;-131.95;1.881;135.29;1716508756.55;5;3.0
21.0;-142.39;1.881;237.56;1716508791.29;5;3.0
20.0;-46.0;1.882;113.35;1716508817.91;5;2.74
16.0;47.98;1.882;47.98;1716508832.73;5;1.02
18.0;-26.55;1.882;39.14;1716508870.53;5;3.0
17.0;50.61;1.882;50.61;1716508885.86;5;1.07
16.0;-4.55;1.882;86.65;1716508905.81;5;1.55
20.0;112.1;1.882;143.17;1716508927.3;5;1.75
18.0;-29.33;1.882;47.92;1716508967.1;5;3.0
24.0;411.19;1.882;411.19;1716508981.51;5;1.0
20.0;35.72;1.882;35.72;1716508996.38;5;1.02
17.0;-153.23;1.881;122.41;1716509061.05;5;3.0
22.0;102.66;1.882;115.92;1716509075.92;5;1.06
25.0;-27.82;1.881;92.52;1716509101.06;5;2.33
21.0;28.93;1.882;77.99;1716509116.98;5;1.16
24.0;132.05;1.881;174.87;1716509133.43;5;1.17
22.0;185.04;1.881;185.89;1716509148.33;5;1.01
19.0;-28.27;1.881;103.41;1716509200.81;5;3.0
25.0;0.45;1.881;114.62;1716509223.94;5;1.97
17.0;-93.31;1.881;63.58;1716509264.29;5;3.0
23.0;5.75;1.882;55.32;1716509287.88;5;2.11
20.0;122.51;1.882;136.96;1716509307.85;5;1.58
17.0;82.35;1.882;82.35;1716509322.18;5;1.0
22.0;37.17;1.881;111.49;1716509344.2;5;1.72
21.0;63.86;1.881;64.87;1716509359.12;5;1.07
24.0;25.68;1.881;98.52;1716509382.22;5;2.05
25.0;274.06;1.881;274.06;1716509397.13;5;1.0
22.0;-219.57;1.88;217.92;1716509439.02;5;3.0
25.0;162.37;1.881;193.64;1716509460.55;5;1.76
21.0;36.27;1.881;58.5;1716509479.49;5;1.38
23.0;103.69;1.881;103.69;1716509494.41;5;1.0
16.0;55.09;1.88;59.23;1716509509.8;5;1.03
18.0;110.23;1.88;173.64;1716509530.26;5;1.61
23.0;30.16;1.88;44.92;1716509548.25;5;1.28
16.0;-81.52;1.879;54.23;1716509613.37;5;3.0
20.0;70.06;1.88;70.7;1716509628.82;5;1.04
21.0;-243.95;1.879;144.9;1716509693.03;5;3.0
18.0;-92.59;1.88;70.39;1716509734.33;5;3.0
21.0;91.99;1.881;91.99;1716509748.21;5;1.0
18.0;-107.67;1.88;74.72;1716509799.67;5;3.0
20.0;36.52;1.881;76.95;1716509820.16;5;1.57
21.0;-169.71;1.881;237.36;1716509844.73;5;2.26
23.0;35.16;1.881;78.77;1716509865.25;5;1.58
19.0;-495.23;1.881;98.19;1716509935.54;5;3.0
17.0;393.15;1.881;393.15;1716509950.4;5;1.0
16.0;95.6;1.881;95.6;1716509965.22;5;1.0
19.0;130.3;1.88;132.44;1716509983.13;5;1.24
21.0;31.63;1.88;88.13;1716510005.12;5;1.86
19.0;-86.45;1.88;79.78;1716510046.97;5;3.0
20.0;68.17;1.881;68.17;1716510061.34;5;1.0
20.0;-76.82;1.88;246.64;1716510085.88;5;2.11
18.0;12.94;1.88;40.99;1716510105.31;5;1.49
19.0;52.53;1.88;63.52;1716510124.23;5;1.35
23.0;17.86;1.88;176.83;1716510151.88;5;2.91
24.0;29.8;1.88;50.48;1716510177.99;5;2.51
20.0;70.96;1.881;106.84;1716510197.46;5;1.5
16.0;20.39;1.88;138.59;1716510212.31;5;1.02
24.0;65.51;1.88;65.51;1716510227.71;5;1.03
22.0;159.52;1.88;193.44;1716510250.73;5;1.92
20.0;40.67;1.88;53.78;1716510267.66;5;1.19
23.0;24.84;1.879;55.65;1716510287.7;5;1.5
25.0;59.44;1.879;130.68;1716510310.28;5;1.89
20.0;-80.37;1.879;43.5;1716510349.08;5;3.0
21.0;15.37;1.88;47.54;1716510374.13;5;2.4
23.0;8.97;1.88;49.24;1716510395.68;5;1.68
20.0;-56.21;1.88;77.42;1716510446.14;5;3.0
17.0;39.21;1.88;39.21;1716510460.47;5;1.02
18.0;-2.72;1.88;41.37;1716510488.04;5;2.8
16.0;131.1;1.88;131.1;1716510502.36;5;1.02
20.0;142.6;1.88;148.92;1716510518.76;5;1.11
19.0;77.47;1.88;166.41;1716510537.18;5;1.38
25.0;60.73;1.879;118.56;1716510563.82;5;2.47
16.0;-51.03;1.88;32.43;1716510610.16;5;3.0
18.0;99.5;1.88;99.5;1716510624.49;5;1.0
24.0;58.72;1.88;102.42;1716510645.49;5;1.61
19.0;-862.51;1.88;254.76;1716510704.67;5;3.0
20.0;-527.78;1.88;370.12;1716510754.63;5;3.0
25.0;221.08;1.881;221.08;1716510770.04;5;1.05
16.0;58.29;1.88;111.44;1716510795.54;5;2.49
25.0;-148.78;1.881;117.47;1716510829.83;5;3.0
16.0;39.52;1.881;39.52;1716510844.2;5;1.0
17.0;36.66;1.881;53.32;1716510860.61;5;1.09
22.0;42.58;1.88;90.36;1716510878.58;5;1.32
21.0;35.35;1.88;51.93;1716510898.09;5;1.48
22.0;222.14;1.88;224.64;1716510914.54;5;1.21
19.0;7.03;1.88;50.09;1716510937.54;5;1.96
24.0;69.02;1.88;69.02;1716510952.44;5;1.03
16.0;25.72;1.879;46.76;1716510972.86;5;1.58
18.0;13.67;1.879;88.5;1716510991.8;5;1.44
21.0;42.71;1.879;66.26;1716511011.75;5;1.56
18.0;113.88;1.879;120.92;1716511029.71;5;1.31
25.0;80.17;1.878;600.42;1716511047.69;5;1.29
16.0;119.05;1.878;119.05;1716511063.01;5;1.07
16.0;191.63;1.878;224.44;1716511096.14;5;3.0
20.0;56.71;1.878;56.71;1716511110.99;5;1.04
25.0;142.66;1.878;159.17;1716511133.02;5;1.84
21.0;-213.86;1.878;117.35;1716511169.84;5;3.0
20.0;-32.49;1.878;49.29;1716511201.5;5;3.0
20.0;-8.05;1.879;41.64;1716511227.08;5;2.34
19.0;-143.51;1.879;68.33;1716511270.92;5;3.0
22.0;56.09;1.88;57.01;1716511286.3;5;1.07
24.0;-5.98;1.879;130.5;1716511309.39;5;2.01
24.0;50.13;1.879;50.13;1716511323.81;5;1.05
20.0;120.05;1.879;120.05;1716511338.15;5;1.0
17.0;-193.16;1.879;120.57;1716511392.71;5;3.0
24.0;438.57;1.879;446.92;1716511408.64;5;1.12
22.0;56.21;1.879;82.19;1716511425.05;5;1.14
16.0;-21.5;1.878;21.83;1716511464.82;5;3.0
21.0;130.55;1.879;130.55;1716511479.18;5;1.0
24.0;-106.92;1.878;103.32;1716511536.89;5;3.0
23.0;2.1;1.879;64.89;1716511561.49;5;2.2
17.0;425.19;1.879;426.09;1716511575.31;5;1.02
21.0;39.26;1.879;59.53;1716511595.26;5;1.46
23.0;28.83;1.878;35.31;1716511611.19;5;1.14
18.0;-139.27;1.878;224.79;1716511644.89;5;3.0
19.0;-288.96;1.879;295.81;1716511680.63;5;3.0
23.0;295.11;1.879;359.5;1716511702.64;5;1.82
16.0;-2.75;1.879;30.51;1716511727.15;5;2.17
23.0;169.48;1.879;192.24;1716511744.59;5;1.31
20.0;483.3;1.879;500.81;1716511759.45;5;1.03
19.0;204.33;1.879;271.71;1716511779.91;5;1.57
18.0;119.53;1.878;128.82;1716511799.86;5;1.54
17.0;-72.73;1.878;48.2;1716511856.89;5;3.0
21.0;40.72;1.879;216.29;1716511880.42;5;2.07
25.0;38.51;1.879;433.37;1716511895.86;5;1.05
17.0;-783.28;1.879;417.68;1716511934.17;5;3.0
17.0;-80.13;1.879;135.56;1716511957.69;5;2.13
19.0;37.95;1.879;77.79;1716511978.15;5;1.6
16.0;401.84;1.879;403.79;1716511992.96;5;1.06
21.0;198.72;1.879;243.34;1716512012.97;5;1.57
17.0;56.16;1.879;58.96;1716512029.34;5;1.16
23.0;150.52;1.878;190.91;1716512051.89;5;1.94
17.0;53.47;1.878;53.47;1716512066.74;5;1.03
22.0;66.65;1.878;71.3;1716512084.69;5;1.32
20.0;-382.49;1.878;377.87;1716512116.86;5;3.0
20.0;-382.49;1.878;377.87;1716512127.25;5;3.0
20.0;-382.49;1.879;377.87;1716512137.66;5;3.0
20.0;-382.49;1.879;377.87;1716512148.06;5;3.0
20.0;-382.49;1.88;377.87;1716512158.5;5;3.0
20.0;-382.49;1.88;377.87;1716512168.88;5;3.0
20.0;-382.49;1.881;377.87;1716512179.33;5;3.0
20.0;-382.49;1.881;377.87;1716512189.73;5;3.0
20.0;-382.49;1.882;377.87;1716512200.13;5;3.0
20.0;-382.49;1.882;377.87;1716512210.58;5;3.0
20.0;-382.49;1.883;377.87;1716512220.98;5;3.0
20.0;-382.49;1.883;377.87;1716512231.42;5;3.0
20.0;-382.49;1.884;377.87;1716512241.81;5;3.0
20.0;-382.49;1.884;377.87;1716512252.21;5;3.0
20.0;-382.49;1.885;377.87;1716512262.67;5;3.0
20.0;-382.49;1.885;377.87;1716512273.08;5;3.0
20.0;-382.49;1.886;377.87;1716512283.51;5;3.0
20.0;-382.49;1.887;377.87;1716512293.9;5;3.0
20.0;-382.49;1.887;377.87;1716512304.3;5;3.0
20.0;-382.49;1.888;377.87;1716512314.75;5;3.0
20.0;-382.49;1.888;377.87;1716512325.16;5;3.0
20.0;-382.49;1.889;377.87;1716512335.61;5;3.0
20.0;-382.49;1.889;377.87;1716512346.03;5;3.0
20.0;-382.49;1.89;377.87;1716512356.42;5;3.0
20.0;-382.49;1.89;377.87;1716512366.89;5;3.0
20.0;-382.49;1.891;377.87;1716512377.29;5;3.0
20.0;-382.49;1.891;377.87;1716512387.7;5;3.0
20.0;-382.49;1.892;377.87;1716512398.15;5;3.0
20.0;-382.49;1.892;377.87;1716512408.53;5;3.0
20.0;-382.49;1.893;377.87;1716512418.97;5;3.0
19.0;-0.56;1.893;46.34;1716515741.04;5;3.0
22.0;76.67;1.894;76.67;1716515755.35;5;1.01
19.0;-43.54;1.893;49.66;1716515820.6;5;3.0
24.0;426.04;1.894;445.25;1716515842.64;5;1.78
18.0;-2.77;1.894;474.85;1716515868.21;5;2.34
21.0;93.34;1.894;96.38;1716515883.59;5;1.09
24.0;168.99;1.894;168.99;1716515898.99;5;1.04
22.0;671.34;1.893;686.43;1716515919.48;5;1.64
21.0;50.48;1.893;53.12;1716515934.86;5;1.05
22.0;331.07;1.893;355.77;1716515955.37;5;1.65
19.0;23.15;1.893;55.79;1716515975.84;5;1.54
20.0;-102.51;1.892;91.52;1716516037.01;5;3.0
13.0;85.7;1.893;85.7;1716516051.3;5;1.01
22.0;-90.57;1.893;248.0;1716516113.47;5;3.0
12.0;5.37;1.893;26.01;1716516134.88;5;1.68
14.0;35.11;1.893;35.11;1716516149.69;5;1.03
18.0;79.24;1.893;79.24;1716516164.04;5;1.0
22.0;-45.64;1.892;159.72;1716516198.77;5;3.0
22.0;-26.87;1.893;74.43;1716516228.3;5;3.0
19.0;-31.95;1.893;120.75;1716516252.9;5;2.33
24.0;-5.7;1.893;60.8;1716516284.64;5;3.0
20.0;-224.59;1.894;196.11;1716516319.36;5;3.0
20.0;62.51;1.894;73.52;1716516335.81;5;1.24
15.0;91.52;1.894;91.52;1716516350.12;5;1.0
19.0;23.4;1.894;108.23;1716516376.74;5;2.45
20.0;24.36;1.894;99.55;1716516395.73;5;1.44
23.0;65.01;1.894;112.95;1716516414.74;5;1.43
14.0;4.18;1.893;18.44;1716516437.78;5;1.95
21.0;-90.94;1.893;53.3;1716516478.11;5;3.0
16.0;6.73;1.894;31.24;1716516502.67;5;2.29
12.0;40.04;1.894;40.04;1716516517.97;5;1.05
20.0;37.89;1.894;50.61;1716516533.35;5;1.09
12.0;-38.0;1.893;45.4;1716516571.54;5;3.0
13.0;-27.01;1.894;59.25;1716516635.74;5;3.0
12.0;77.66;1.894;77.66;1716516650.06;5;1.01
25.0;-27.81;1.894;113.05;1716516679.26;5;2.96
16.0;27.32;1.895;36.28;1716516698.76;5;1.52
24.0;-166.81;1.894;85.43;1716516750.42;5;3.0
15.0;36.89;1.895;36.89;1716516765.78;5;1.04
12.0;-44.32;1.894;83.73;1716516792.8;5;2.73
20.0;-74.61;1.895;123.93;1716516840.3;5;3.0
13.0;37.15;1.895;37.15;1716516854.62;5;1.04
16.0;141.84;1.895;141.84;1716516869.5;5;1.0
19.0;73.48;1.895;73.48;1716516884.34;5;1.0
17.0;-568.31;1.894;336.61;1716516929.75;5;3.0
21.0;76.67;1.895;77.61;1716516944.66;5;1.02
20.0;-88.49;1.894;152.02;1716516972.36;5;2.83
14.0;29.84;1.895;29.84;1716516988.18;5;1.07
25.0;123.14;1.894;123.14;1716517002.58;5;1.04
20.0;-67.61;1.894;74.29;1716517035.81;5;3.0
21.0;63.34;1.894;473.91;1716517053.3;5;1.25
19.0;-647.08;1.894;235.02;1716517099.72;5;3.0
12.0;51.45;1.895;51.45;1716517114.0;5;1.0
25.0;62.99;1.894;80.27;1716517130.95;5;1.14
22.0;59.02;1.894;61.31;1716517148.36;5;1.28
24.0;48.66;1.893;88.77;1716517164.28;5;1.08
20.0;20.33;1.893;80.76;1716517186.8;5;1.81
19.0;40.42;1.893;48.86;1716517204.71;5;1.31
16.0;18.11;1.893;60.23;1716517228.22;5;2.0
15.0;150.43;1.893;177.34;1716517243.55;5;1.12
22.0;-928.17;1.893;434.66;1716517279.34;5;3.0
24.0;-3.91;1.893;150.83;1716517307.51;5;3.0
12.0;34.06;1.894;39.77;1716517323.32;5;1.09
16.0;28.42;1.893;31.08;1716517339.67;5;1.11
22.0;-91.96;1.893;108.55;1716517392.78;5;3.0
22.0;-67.1;1.893;48.06;1716517428.09;5;3.0
20.0;46.54;1.894;69.65;1716517446.54;5;1.43
15.0;-10.14;1.894;49.75;1716517470.02;5;1.98
13.0;11.9;1.894;17.3;1716517485.84;5;1.15
19.0;-280.11;1.893;160.64;1716517523.11;5;3.0
14.0;22.84;1.894;25.37;1716517538.43;5;1.09
15.0;93.39;1.893;93.39;1716517553.24;5;1.0
14.0;-2.11;1.893;52.22;1716517577.73;5;2.11
17.0;-396.14;1.893;444.79;1716517607.86;5;3.0
16.0;26.39;1.894;26.98;1716517622.7;5;1.03
19.0;-62.12;1.893;124.31;1716517647.27;5;2.13
19.0;-46.6;1.893;68.56;1716517675.9;5;3.0
15.0;17.26;1.894;28.04;1716517694.28;5;1.38
21.0;94.05;1.894;103.29;1716517710.18;5;1.09
21.0;153.69;1.893;186.89;1716517728.65;5;1.33
18.0;-50.27;1.893;47.68;1716517774.01;5;3.0
14.0;201.67;1.893;201.67;1716517788.82;5;1.05
15.0;27.64;1.893;54.0;1716517807.21;5;1.38
19.0;-99.81;1.893;244.59;1716517831.76;5;2.08
14.0;-31.1;1.893;37.88;1716517860.3;5;3.0
18.0;-116.66;1.893;135.33;1716517888.49;5;3.0
12.0;-23.38;1.894;31.09;1716517921.07;5;3.0
23.0;39.86;1.894;55.65;1716517935.46;5;1.03
15.0;-150.35;1.894;219.93;1716517972.66;5;3.0
18.0;-228.36;1.895;244.34;1716518029.76;5;3.0
19.0;-7.15;1.895;45.74;1716518056.92;5;2.7
16.0;186.57;1.895;213.15;1716518073.79;5;1.22
17.0;16.9;1.895;398.74;1716518095.78;5;1.78
13.0;16.57;1.895;22.11;1716518111.6;5;1.1
19.0;-91.98;1.895;37.74;1716518178.33;5;3.0
23.0;-48.42;1.895;125.79;1716518209.66;5;3.0
20.0;-377.84;1.896;266.08;1716518250.98;5;3.0
17.0;3.18;1.896;156.96;1716518270.92;5;1.6
23.0;70.48;1.896;82.88;1716518291.41;5;1.61
19.0;415.59;1.896;470.67;1716518314.92;5;2.01
18.0;182.21;1.896;217.01;1716518341.47;5;2.62
21.0;58.27;1.896;155.79;1716518367.54;5;2.43
16.0;207.16;1.896;209.19;1716518382.87;5;1.04
25.0;158.15;1.896;169.35;1716518400.32;5;1.26
22.0;40.16;1.896;58.47;1716518419.3;5;1.49
16.0;7.93;1.896;15.67;1716518440.24;5;1.59
22.0;18.22;1.896;59.22;1716518462.79;5;1.96
18.0;-50.79;1.896;41.57;1716518521.38;5;3.0
19.0;84.64;1.896;84.64;1716518536.23;5;1.0
15.0;181.34;1.896;193.12;1716518558.17;5;1.71
19.0;22.62;1.896;45.35;1716518574.57;5;1.2
23.0;-360.86;1.895;451.54;1716518610.38;5;3.0
16.0;-29.73;1.896;31.62;1716518641.18;5;3.0
14.0;33.34;1.896;34.56;1716518658.03;5;1.17
22.0;23.1;1.896;77.68;1716518681.59;5;1.95
20.0;36.06;1.896;71.34;1716518708.19;5;2.62
20.0;-74.05;1.896;178.58;1716518737.34;5;3.0
21.0;54.83;1.897;69.48;1716518752.24;5;1.08
18.0;31.62;1.896;134.23;1716518772.18;5;1.46
20.0;-23.5;1.896;149.36;1716518796.23;5;2.23
23.0;2.89;1.896;57.38;1716518822.33;5;2.43
21.0;205.19;1.897;205.19;1716518837.2;5;1.01
24.0;40.27;1.896;64.0;1716518859.23;5;1.73
23.0;41.3;1.896;79.13;1716518881.75;5;1.92
16.0;22.93;1.896;42.87;1716518901.67;5;1.56
16.0;7.17;1.896;71.69;1716518924.13;5;1.87
23.0;145.77;1.896;145.77;1716518938.5;5;1.02
17.0;-142.65;1.896;73.79;1716518972.71;5;3.0
18.0;44.61;1.896;47.99;1716518988.06;5;1.08
25.0;89.29;1.896;89.29;1716519004.06;5;1.07
24.0;398.67;1.895;398.67;1716519018.44;5;1.0
14.0;-0.97;1.895;52.8;1716519055.12;5;3.0
22.0;79.35;1.895;79.35;1716519070.99;5;1.08
19.0;-18.4;1.895;46.76;1716519104.17;5;3.0
17.0;70.37;1.896;85.65;1716519121.06;5;1.23
23.0;-39.81;1.895;86.96;1716519149.25;5;3.0
22.0;49.29;1.896;119.45;1716519166.69;5;1.2
18.0;-77.26;1.895;360.34;1716519191.23;5;2.2
25.0;98.63;1.896;114.81;1716519206.16;5;1.08
21.0;78.44;1.895;78.44;1716519221.54;5;1.02
22.0;-35.41;1.895;86.38;1716519256.3;5;3.0
13.0;6.11;1.895;37.78;1716519277.23;5;1.72
19.0;91.54;1.895;91.54;1716519291.07;5;1.0
13.0;12.63;1.895;28.05;1716519308.93;5;1.23
19.0;-25.76;1.895;61.53;1716519348.19;5;3.0
21.0;-171.81;1.895;268.67;1716519394.7;5;3.0
24.0;-163.13;1.896;145.98;1716519428.48;5;3.0
17.0;40.56;1.896;50.25;1716519446.89;5;1.31
12.0;-31.97;1.896;28.31;1716519507.93;5;3.0
16.0;6.79;1.896;35.41;1716519530.4;5;1.94
15.0;-36.59;1.896;42.48;1716519575.22;5;3.0
13.0;15.73;1.897;15.73;1716519590.03;5;1.09
25.0;18.04;1.896;75.58;1716519614.13;5;2.01
12.0;179.6;1.896;179.6;1716519628.41;5;1.01
24.0;-38.33;1.896;68.44;1716519659.13;5;3.0
17.0;-38.7;1.896;64.15;1716519723.27;5;3.0
15.0;100.43;1.897;100.43;1716519738.11;5;1.0
16.0;305.64;1.897;305.64;1716519753.44;5;1.03
21.0;-320.45;1.896;334.59;1716519779.5;5;2.47
16.0;45.06;1.896;45.83;1716519794.86;5;1.04
13.0;32.0;1.896;32.85;1716519809.68;5;1.06
14.0;-52.87;1.896;35.79;1716519851.95;5;3.0
17.0;32.47;1.896;33.2;1716519866.79;5;1.03
15.0;432.15;1.896;439.77;1716519885.69;5;1.41
17.0;110.47;1.896;136.66;1716519904.11;5;1.36
19.0;218.69;1.895;218.69;1716519918.97;5;1.04
12.0;21.34;1.895;26.3;1716519945.44;5;2.61
17.0;112.18;1.895;115.76;1716519963.84;5;1.34
20.0;77.1;1.895;110.86;1716519982.38;5;1.4
20.0;-13.06;1.895;398.66;1716520005.91;5;1.96
17.0;-124.23;1.895;78.44;1716520044.16;5;3.0
17.0;-1200.23;1.895;56.23;1716520119.6;5;3.0
16.0;-56.33;1.896;87.08;1716520147.8;5;2.91
17.0;12.32;1.896;124.95;1716520175.85;5;2.91
15.0;-14.02;1.897;46.56;1716520210.02;5;3.0
23.0;122.92;1.897;122.92;1716520224.4;5;1.01
12.0;19.85;1.897;20.7;1716520240.21;5;1.1
14.0;31.88;1.896;33.77;1716520262.12;5;1.74
19.0;53.63;1.896;72.71;1716520279.53;5;1.3
24.0;-27.44;1.896;67.03;1716520308.71;5;3.0
23.0;10.19;1.897;49.71;1716520333.82;5;2.26
19.0;67.0;1.897;67.0;1716520348.15;5;1.0
14.0;42.68;1.896;42.68;1716520363.46;5;1.02
16.0;40.2;1.896;43.9;1716520380.84;5;1.22
14.0;-18.43;1.896;227.32;1716520408.39;5;2.9
14.0;-190.06;1.896;147.4;1716520439.47;5;3.0
25.0;370.11;1.897;390.55;1716520454.88;5;1.05
16.0;-150.55;1.896;61.19;1716520520.1;5;3.0
23.0;44.98;1.897;52.16;1716520539.06;5;1.45
17.0;42.68;1.896;42.68;1716520553.38;5;1.03
15.0;19.36;1.896;19.36;1716520568.7;5;1.03
13.0;154.5;1.896;154.5;1716520583.56;5;1.02
20.0;62.88;1.895;62.88;1716520598.42;5;1.0
21.0;444.1;1.895;444.1;1716520613.29;5;1.0
17.0;-39.49;1.895;45.8;1716520656.59;5;3.0
13.0;-324.71;1.895;185.79;1716520696.83;5;3.0
24.0;-89.5;1.896;163.9;1716520727.03;5;3.0
17.0;-3.61;1.896;27.02;1716520756.62;5;3.0
19.0;78.55;1.896;78.55;1716520771.47;5;1.0
15.0;-36.91;1.896;99.2;1716520804.58;5;3.0
12.0;27.4;1.897;42.13;1716520827.01;5;1.84
22.0;-58.55;1.897;442.82;1716520861.26;5;3.0
22.0;-649.39;1.897;452.54;1716520898.53;5;3.0
16.0;219.7;1.897;219.7;1716520914.37;5;1.1
