amount_of_players;round_result;MO;bank;real_x
23;75.72;1.869;102.81;1.82
21;138.26;1.1;138.26;1.05
26;152.48;1.05;173.04;1.03
25;-14.35;1.2;455.84;1.5
21;32.59;1.2;40.88;1.16
23;-58.28;1.56;141.62;3.0
26;45.11;1.533;49.81;1.4
24;441.0;1.457;441.0;1.0
22;107.58;1.4;107.58;1.0
26;288.71;1.478;338.42;2.09
23;19.32;1.58;91.34;2.55
26;-421.3;1.709;330.99;3.0
23;116.8;1.65;116.8;1.0
24;129.94;1.608;138.08;1.08
23;-699.44;1.707;338.74;3.0
23;10.06;1.793;57.28;3.0
25;99.08;1.763;125.31;1.34
24;39.99;1.747;69.65;1.51
24;244.43;1.706;244.43;1.02
22;-22.55;1.763;201.09;2.79
23;-881.2;1.825;293.01;3.0
24;-269.55;1.871;361.16;2.82
23;-665.97;1.923;482.15;3.0
22;130.31;1.909;136.08;1.6
21;13.14;1.9;39.65;1.73
24;418.39;1.864;418.39;1.0
23;-205.94;1.908;428.78;3.0
26;-448.91;1.948;269.98;3.0
24;122.78;1.921;151.53;1.21
21;21.93;1.917;67.46;1.8
25;50.0;1.887;50.0;1.01
24;89.42;1.858;89.42;1.0
27;68.7;1.838;72.5;1.18
26;19.42;1.827;82.27;1.53
26;64.49;1.815;90.05;1.39
26;83.87;1.806;106.19;1.53
21;131.45;1.783;131.45;1.04
24;101.12;1.768;103.21;1.22
24;-41.97;1.8;47.67;3.0
27;-145.51;1.831;141.95;3.0
25;55.31;1.81;55.31;1.03
23;62.73;1.793;86.62;1.07
23;275.98;1.776;278.55;1.12
22;-18.43;1.805;127.19;3.0
23;-81.97;1.832;68.5;3.0
22;453.68;1.82;457.36;1.3
24;53.7;1.807;113.44;1.24
23;104.96;1.832;185.1;3.0
23;58.0;1.823;77.41;1.37
24;-177.82;1.847;483.74;3.0
26;134.56;1.83;134.56;1.03
22;60.28;1.822;77.76;1.36
22;572.62;1.808;582.45;1.15
23;130.96;1.8;176.22;1.45
23;40.63;1.793;51.7;1.42
22;35.96;1.778;35.96;1.0
23;-304.19;1.8;210.78;3.0
25;205.45;1.796;247.04;1.58
19;50.72;1.786;64.79;1.22
25;72.15;1.773;81.96;1.02
24;57.27;1.762;58.06;1.06
24;193.3;1.772;277.68;2.39
22;65.31;1.76;65.31;1.0
22;29.09;1.749;34.1;1.11
24;-296.83;1.769;458.31;3.0
21;36.94;1.76;44.5;1.24
23;27.01;1.764;86.47;1.99
22;39.8;1.752;39.8;1.03
23;30.2;1.744;37.64;1.2
24;-36.05;1.762;83.64;3.0
21;221.69;1.751;223.18;1.03
24;79.3;1.752;91.96;1.82
23;20.55;1.749;188.92;1.54
24;-19.74;1.758;89.89;2.4
25;451.23;1.747;451.23;1.0
21;61.27;1.739;80.77;1.07
24;-26.65;1.749;77.96;2.46
23;48.56;1.751;79.25;1.95
22;455.22;1.747;470.93;1.5
23;55.37;1.738;55.37;1.0
25;-168.18;1.754;118.42;3.0
21;-80.87;1.769;65.12;3.0
22;19.72;1.762;36.82;1.23
24;32.5;1.755;53.54;1.18
23;44.9;1.746;44.9;1.01
24;267.9;1.738;267.9;1.0
23;-148.91;1.752;90.06;3.0
21;102.22;1.745;103.77;1.06
23;289.46;1.739;305.04;1.25
21;-132.72;1.753;119.96;3.0
25;95.84;1.746;105.26;1.06
21;68.75;1.737;68.75;1.0
25;34.27;1.732;403.56;1.23
22;276.65;1.731;313.34;1.71
24;61.3;1.723;61.3;1.0
23;83.47;1.716;83.47;1.04
20;-98.19;1.729;53.71;3.0
25;-68.49;1.742;130.58;3.0
23;55.85;1.737;62.15;1.19
21;-259.2;1.749;420.39;3.0
23;-1.85;1.747;318.7;1.53
22;94.61;1.74;94.61;1.0
23;-127.65;1.752;73.78;3.0
27;86.38;1.747;99.15;1.16
23;16.54;1.746;257.69;1.68
21;324.74;1.739;324.74;1.04
21;198.73;1.732;198.73;1.01
24;129.62;1.728;130.74;1.26
21;315.46;1.722;325.69;1.11
24;175.81;1.717;177.12;1.08
24;46.8;1.711;46.8;1.06
23;62.21;1.709;71.78;1.48
21;64.06;1.704;64.06;1.05
22;-52.43;1.715;92.12;3.0
21;42.1;1.71;110.46;1.14
25;-187.24;1.721;107.94;3.0
22;-18.57;1.732;41.16;3.0
21;331.16;1.74;476.78;2.73
21;34.03;1.742;65.31;1.98
23;-496.52;1.753;471.13;3.0
18;275.98;1.747;276.72;1.04
18;84.64;1.74;85.28;1.03
17;-45.72;1.751;85.87;3.0
24;-122.83;1.761;412.33;3.0
22;-270.55;1.771;221.81;3.0
20;423.02;1.765;423.02;1.0
25;-10.82;1.771;58.0;2.5
16;-87.18;1.78;83.31;3.0
19;472.41;1.776;594.59;1.2
16;5.03;1.785;60.81;3.0
20;28.19;1.786;121.61;1.87
17;-111.64;1.789;239.07;2.14
20;79.86;1.783;79.86;1.0
25;42.36;1.778;61.16;1.21
19;35.53;1.772;35.53;1.02
23;-241.7;1.781;116.93;3.0
22;191.68;1.776;191.68;1.0
17;-99.85;1.785;156.46;3.0
24;482.26;1.782;490.11;1.37
17;104.91;1.78;129.2;1.46
25;153.23;1.775;186.66;1.11
23;-84.55;1.784;129.92;3.0
21;63.94;1.778;63.94;1.0
21;-11.8;1.787;67.76;3.0
18;175.56;1.785;180.01;1.47
22;131.01;1.779;131.01;1.0
17;306.41;1.774;306.41;1.01
25;75.49;1.775;112.55;1.89
18;-524.31;1.783;418.37;3.0
23;-104.37;1.791;149.87;3.0
17;35.84;1.791;78.88;1.76
18;57.81;1.786;57.81;1.02
22;-59.97;1.794;87.28;3.0
18;78.48;1.79;78.48;1.05
16;-46.35;1.797;63.49;3.0
21;81.36;1.792;81.36;1.0
18;165.34;1.789;177.15;1.3
20;170.61;1.784;171.27;1.04
20;47.33;1.786;84.34;2.14
22;-94.53;1.794;73.78;3.0
23;58.91;1.789;58.91;1.01
23;44.71;1.786;55.27;1.35
22;-27.55;1.794;151.41;3.0
22;7.63;1.794;39.17;1.79
18;-26.83;1.801;41.78;3.0
21;107.96;1.802;141.88;1.92
24;207.6;1.799;268.19;1.28
20;9.84;1.802;54.61;2.29
18;26.49;1.798;35.73;1.18
16;-244.72;1.805;177.17;3.0
19;50.65;1.801;50.65;1.0
18;-51.46;1.808;43.07;3.0
21;37.25;1.805;47.67;1.29
23;-276.97;1.812;201.32;3.0
19;17.86;1.807;380.7;1.09
24;12.68;1.814;61.98;3.0
24;197.75;1.81;208.79;1.14
16;-4.77;1.814;144.68;2.49
17;46.78;1.81;51.24;1.15
17;1.71;1.813;44.24;2.27
24;29.65;1.809;34.6;1.06
24;190.62;1.804;190.62;1.0
23;-75.23;1.811;48.77;3.0
24;-35.49;1.81;269.36;1.58
16;88.81;1.806;96.48;1.14
22;197.14;1.802;197.14;1.03
20;19.71;1.8;42.2;1.5
24;65.73;1.797;71.89;1.21
17;22.88;1.799;62.11;2.28
22;53.03;1.796;61.36;1.16
21;-253.02;1.803;239.16;3.0
21;47.51;1.808;95.61;2.77
25;214.32;1.806;217.91;1.43
18;54.99;1.802;93.4;1.06
20;-100.8;1.808;144.77;3.0
22;-22.03;1.814;49.35;3.0
19;51.58;1.81;51.58;1.0
20;17.27;1.812;102.11;2.13
23;45.84;1.809;64.38;1.32
18;-35.79;1.815;45.43;3.0
25;597.1;1.811;597.1;1.04
22;306.88;1.807;307.43;1.02
25;70.45;1.803;72.25;1.13
19;48.04;1.8;50.07;1.08
24;-177.49;1.806;224.34;3.0
19;113.41;1.802;124.4;1.07
18;23.7;1.8;66.27;1.27
27;74.31;1.801;123.55;2.14
23;93.21;1.798;93.21;1.0
19;-51.06;1.803;67.02;3.0
20;206.25;1.8;206.25;1.0
23;67.87;1.797;77.84;1.16
21;-39.71;1.802;67.43;3.0
28;-44.82;1.808;81.72;3.0
27;137.09;1.804;137.09;1.04
23;433.85;1.8;433.85;1.0
24;16.02;1.799;43.62;1.35
23;327.19;1.795;327.19;1.0
24;-57.25;1.8;87.01;3.0
26;74.15;1.804;170.35;2.48
20;-15.76;1.808;51.53;2.82
19;-9.55;1.807;89.62;1.63
20;-80.21;1.813;131.72;3.0
20;-41.1;1.817;83.11;2.84
26;24.03;1.816;103.19;1.56
27;111.36;1.813;115.76;1.15
19;47.06;1.809;47.06;1.0
24;43.64;1.809;114.36;1.78
19;115.4;1.806;118.93;1.14
20;-147.08;1.811;54.6;3.0
17;26.9;1.81;35.33;1.57
26;22.25;1.81;57.08;1.79
18;-20.08;1.816;42.95;3.0
18;-205.51;1.818;245.86;2.26
22;107.97;1.815;109.4;1.09
19;-36.64;1.82;50.86;3.0
24;-11.13;1.825;63.33;3.0
21;71.04;1.825;187.75;2.01
19;34.39;1.822;50.36;1.15
22;-67.41;1.824;349.21;2.21
20;154.63;3.0;369.56;3.0
22;-72.82;3.0;99.08;3.0
26;345.69;2.367;363.01;1.07
24;-35.91;2.525;66.19;3.0
23;62.37;2.22;62.37;1.0
23;-132.71;2.317;373.53;2.78
23;111.72;2.129;111.72;1.02
21;216.24;1.987;216.24;1.03
25;-55.01;1.956;281.01;1.67
22;40.5;1.86;40.5;1.0
23;94.39;1.791;94.39;1.05
21;-22.29;1.85;60.71;2.45
23;-56.34;1.938;61.91;3.0
23;-22.73;2.014;95.88;3.0
21;136.82;1.947;136.82;1.0
22;-177.76;2.013;278.02;3.0
20;-7.2;2.071;108.52;3.0
24;139.47;2.011;140.21;1.04
24;-186.2;2.063;348.76;3.0
25;-51.91;2.11;64.62;3.0
23;49.01;2.057;49.8;1.04
25;-114.58;2.1;109.58;3.0
21;-46.05;2.096;606.99;2.04
22;77.46;2.05;77.46;1.0
25;181.43;2.06;269.09;2.28
22;5.11;2.085;51.3;2.67
21;62.56;2.044;62.56;1.01
23;-194.88;2.071;175.82;2.76
25;123.7;2.034;125.62;1.03
20;-135.69;2.067;88.6;3.0
24;135.23;2.032;135.23;1.0
26;115.31;2.028;200.11;1.91
24;93.54;1.997;93.54;1.02
24;85.65;1.971;85.65;1.05
21;112.9;1.943;112.9;1.04
23;153.96;1.917;153.96;1.0
25;114.97;1.897;130.4;1.25
21;415.28;1.876;415.28;1.05
22;247.52;1.854;247.52;1.01
23;399.93;1.873;445.64;2.65
25;98.13;1.859;113.77;1.32
22;227.19;1.862;363.05;2.0
25;404.22;1.842;404.22;1.03
24;112.99;1.823;112.99;1.0
25;-54.0;1.827;221.57;2.0
22;-10.38;1.841;69.88;2.51
21;197.3;1.828;205.26;1.23
21;242.27;1.831;302.67;2.0
21;24.77;1.839;75.83;2.23
23;45.05;1.828;59.07;1.31
25;-372.89;1.851;108.1;3.0
24;103.98;1.835;103.98;1.0
24;-77.27;1.857;70.01;3.0
21;219.71;1.852;241.74;1.57
21;37.46;1.84;50.36;1.18
25;190.88;1.854;511.16;2.59
23;251.11;1.844;307.55;1.3
23;131.96;1.848;178.56;2.06
25;257.71;1.849;418.43;1.91
24;19.83;1.837;426.68;1.1
25;125.15;1.825;125.93;1.07
22;55.13;1.813;65.72;1.12
21;35.34;1.816;56.38;2.01
25;-62.24;1.834;62.42;3.0
22;30.41;1.828;108.81;1.4
21;40.13;1.815;40.13;1.0
21;-383.29;1.833;216.67;3.0
21;-137.83;1.835;242.95;2.05
22;16.76;1.832;58.02;1.62
21;53.34;1.849;129.88;2.99
24;43.99;1.839;71.43;1.2
22;282.9;1.839;319.18;1.76
22;-58.03;1.855;289.33;3.0
24;61.42;1.843;61.42;1.0
25;-81.35;1.843;209.41;1.84
21;-147.11;1.858;97.86;3.0
25;115.91;1.847;115.91;1.01
23;133.29;1.836;133.29;1.0
24;-28.88;1.848;157.59;2.84
23;58.26;1.837;59.16;1.02
23;114.45;1.828;115.2;1.05
22;15.61;1.829;66.45;1.93
23;46.2;1.823;147.93;1.33
23;29.34;1.825;84.16;2.04
24;251.27;1.815;251.27;1.03
24;-264.68;1.829;171.48;3.0
25;317.22;1.829;728.63;1.83
24;97.35;1.82;102.44;1.06
23;-38.76;1.829;106.95;2.61
21;-8.01;1.826;233.84;1.52
25;106.86;1.816;106.86;1.0
21;198.17;1.813;215.32;1.48
24;436.84;1.804;436.84;1.0
21;72.67;1.81;105.24;2.27
22;80.19;1.801;80.19;1.0
22;176.66;1.807;262.21;2.41
22;162.17;1.82;491.32;3.0
21;398.22;1.813;418.32;1.24
21;85.6;1.805;85.6;1.0
22;54.57;1.803;74.03;1.61
22;55.71;1.795;55.71;1.0
25;-5.19;1.807;80.55;3.0
24;-62.59;1.818;49.68;3.0
21;54.86;1.812;55.91;1.08
22;2.61;1.815;68.63;2.19
22;-163.16;1.826;200.92;3.0
25;41.07;1.827;90.7;1.92
22;308.5;1.825;315.58;1.59
22;72.37;1.817;72.37;1.0
26;71.08;1.815;117.31;1.5
24;-270.04;1.825;324.94;3.0
21;-32.2;1.836;54.55;3.0
21;-296.09;1.846;328.89;3.0
23;-19.2;1.856;49.22;3.0
21;72.12;1.849;72.12;1.01
26;63.6;1.842;76.44;1.06
23;83.26;1.835;96.38;1.03
22;36.2;1.829;62.15;1.15
21;-152.21;1.839;94.54;3.0
21;1.7;1.846;88.09;2.71
21;21.97;1.844;63.99;1.55
25;-20.68;1.853;44.27;3.0
21;94.04;1.853;140.28;1.78
23;58.63;1.847;60.57;1.05
21;-0.65;1.845;120.35;1.61
25;-159.39;1.854;398.24;3.0
21;-77.31;1.863;47.51;3.0
21;-1.36;1.857;367.74;1.14
24;74.04;1.85;74.04;1.01
23;-99.93;1.859;80.8;3.0
24;-46.46;1.868;100.06;3.0
24;99.3;1.861;99.3;1.02
25;-59.43;1.87;136.81;3.0
24;469.28;1.863;469.84;1.04
21;579.68;1.857;579.68;1.0
21;80.56;1.851;91.43;1.1
23;35.3;1.848;82.71;1.45
24;-377.35;1.857;411.05;3.0
21;-41.28;1.865;70.38;3.0
22;121.32;1.863;138.12;1.58
25;53.94;1.867;235.65;2.42
24;-372.34;1.875;142.61;3.0
23;66.75;1.869;66.75;1.0
22;-112.7;1.871;232.71;2.17
21;28.61;1.866;58.74;1.17
23;100.19;1.863;117.54;1.44
22;-80.57;1.871;60.08;3.0
22;-36.99;1.878;74.4;3.0
21;244.32;1.873;256.16;1.08
23;8.66;1.871;207.22;1.65
23;413.97;1.866;413.97;1.0
23;410.77;1.863;429.14;1.42
24;-375.57;1.87;366.19;3.0
25;-211.95;1.877;43.92;3.0
21;50.99;1.872;50.99;1.01
25;-26.72;1.878;105.34;2.86
26;200.6;1.873;222.66;1.1
25;449.84;1.87;452.39;1.32
22;-97.91;1.877;130.6;3.0
22;-49.7;1.884;92.74;3.0
23;11.22;1.883;71.57;1.71
23;214.96;1.877;214.96;1.0
20;46.81;1.872;46.81;1.04
22;-74.0;1.871;347.62;1.67
23;-745.59;1.878;432.56;3.0
24;40.28;1.875;43.91;1.51
24;99.58;1.872;105.02;1.39
21;15.91;1.873;44.56;2.04
23;37.06;1.871;49.24;1.53
26;34.62;1.868;50.98;1.37
23;67.13;1.865;91.09;1.33
20;-17.37;1.872;33.35;3.0
25;147.3;1.866;147.3;1.0
22;215.11;1.861;215.11;1.0
25;168.5;1.857;168.5;1.06
21;161.08;1.852;161.08;1.01
25;62.82;1.847;63.67;1.03
23;139.93;1.845;151.72;1.37
22;148.36;1.84;148.36;1.0
22;5.42;1.839;49.62;1.55
25;-114.17;1.845;204.81;3.0
24;-102.93;1.852;78.58;3.0
21;143.41;1.848;144.0;1.06
24;128.16;1.843;143.24;1.14
23;-52.59;1.85;108.1;3.0
21;-344.39;1.852;409.42;2.16
22;472.91;1.848;527.53;1.11
22;65.32;1.846;83.48;1.5
23;78.35;1.841;78.35;1.01
22;-111.78;1.847;82.09;3.0
22;-88.37;1.853;51.29;3.0
21;45.29;1.849;73.27;1.1
23;27.28;1.847;41.97;1.34
22;110.93;1.843;130.67;1.14
26;-128.18;1.849;129.05;3.0
25;31.64;1.846;69.06;1.4
22;-24.97;1.852;34.24;3.0
24;-94.8;1.856;236.24;2.6
24;-43.87;1.862;61.33;3.0
21;-267.16;1.867;137.35;3.0
25;162.52;1.864;163.21;1.05
24;2.17;1.869;123.26;3.0
28;142.28;1.867;147.92;1.38
28;63.24;1.863;63.24;1.02
28;492.48;1.859;492.48;1.04
23;70.88;1.856;82.22;1.33
23;94.65;1.853;107.06;1.33
23;-40.53;1.859;63.1;3.0
23;-5.04;1.86;48.53;2.21
21;53.91;1.856;53.91;1.02
23;59.27;1.854;72.97;1.34
23;108.91;1.85;112.99;1.13
23;-142.84;1.855;194.32;3.0
23;-17.03;1.86;80.81;2.78
22;-140.42;1.865;297.85;2.86
23;-177.33;1.868;420.11;2.51
21;-16.04;1.873;35.37;3.0
24;24.55;1.873;72.87;1.98
23;-143.45;1.879;115.04;3.0
22;78.95;1.875;78.95;1.04
24;-89.29;1.88;63.89;3.0
23;-69.19;1.885;124.32;3.0
23;257.48;1.884;395.36;1.66
23;16.72;1.884;96.15;2.02
24;147.65;1.88;147.65;1.04
22;-371.55;1.885;163.93;3.0
23;-133.06;1.89;75.22;3.0
22;24.17;1.889;128.76;1.53
25;381.37;1.885;386.18;1.02
25;447.06;1.882;456.19;1.3
26;92.67;1.879;117.67;1.1
24;-48.0;1.884;174.03;3.0
26;-1100.03;1.888;525.47;3.0
23;24.93;1.888;150.46;1.66
27;71.83;1.886;110.46;1.43
22;22.93;1.883;213.21;1.44
21;72.79;1.88;75.05;1.04
23;-308.47;1.884;411.43;3.0
24;249.14;1.881;249.14;1.06
22;217.82;1.878;231.96;1.1
23;-104.49;1.883;131.74;3.0
25;26.88;1.885;101.92;2.47
23;-64.45;1.89;76.59;3.0
21;32.9;1.886;35.02;1.09
24;-138.91;1.891;142.49;3.0
24;255.9;1.888;256.59;1.06
24;391.1;1.886;482.5;1.49
23;224.28;1.891;318.36;3.0
24;4.47;1.891;41.14;2.01
23;74.48;1.888;89.29;1.07
22;16.87;1.888;50.67;1.8
21;-289.81;1.892;433.87;3.0
21;43.96;1.889;44.65;1.05
21;75.81;1.887;82.03;1.36
22;400.73;1.884;400.73;1.0
23;-71.78;1.884;109.1;2.05
25;167.76;1.881;167.76;1.0
22;73.58;1.878;90.87;1.28
23;27.7;1.88;70.13;2.39
23;-54.31;1.884;121.55;2.84
24;-64.18;1.888;82.98;3.0
24;80.46;1.886;504.1;1.4
24;226.84;1.883;226.84;1.0
25;125.99;1.881;164.6;1.34
23;-34.62;1.885;55.52;3.0
22;-73.16;1.889;79.13;3.0
21;-10.7;1.893;146.44;3.0
24;-225.51;1.897;175.45;3.0
22;39.16;1.894;39.16;1.03
21;48.85;1.893;171.81;1.65
21;104.55;1.89;104.55;1.0
22;-105.33;1.894;107.55;3.0
25;75.61;1.89;75.61;1.02
22;-17.8;1.891;152.32;1.99
23;365.64;1.888;365.64;1.0
22;159.05;1.885;166.41;1.1
23;-94.23;1.889;81.12;3.0
25;82.58;1.886;82.58;1.04
23;139.96;1.883;147.02;1.13
21;51.83;1.881;131.07;1.35
24;0.88;1.882;183.0;2.24
21;20.34;1.883;45.65;2.07
24;174.82;1.882;189.19;1.49
24;-155.68;1.886;225.84;3.0
22;-141.75;1.889;198.87;2.8
21;42.49;1.886;52.84;1.08
25;204.53;1.883;204.53;1.0
21;37.79;1.882;67.2;1.7
25;147.95;1.88;149.39;1.05
20;33.31;1.879;61.97;1.8
21;-169.33;1.882;225.27;2.76
22;25.85;1.883;56.02;1.87
23;196.58;1.88;204.57;1.03
24;47.75;1.88;89.79;1.87
21;-36.32;1.883;53.5;3.0
23;59.59;1.88;59.59;1.0
24;55.94;1.878;266.4;1.33
22;-107.29;1.882;196.49;3.0
22;66.63;1.879;66.63;1.0
21;48.13;1.879;239.9;1.84
21;-449.91;1.883;273.77;3.0
23;140.51;1.88;142.11;1.05
23;193.23;1.879;302.51;1.63
24;61.16;1.876;61.16;1.01
22;-23.89;1.88;57.13;2.92
23;48.15;1.877;49.33;1.01
21;287.89;1.876;318.9;1.55
21;-22.66;1.876;117.92;2.03
22;-6.96;1.875;97.73;1.56
22;6.88;1.878;28.85;2.78
21;-136.61;1.882;380.08;3.0
22;58.1;1.88;87.61;1.33
22;47.42;1.877;53.02;1.04
20;-171.8;1.881;104.0;3.0
27;81.44;1.878;82.48;1.09
22;-60.99;1.882;62.42;3.0
23;151.39;1.882;177.01;1.93
27;344.03;1.88;346.62;1.08
25;497.71;1.877;497.71;1.0
23;-9.96;1.877;42.93;2.14
26;-41.0;1.881;254.67;3.0
24;-158.32;1.884;271.1;3.0
24;-17.5;1.886;59.09;2.46
23;219.17;1.884;220.98;1.22
25;-155.07;1.888;566.44;3.0
26;-308.9;1.891;1013.73;3.0
24;89.96;1.888;89.96;1.03
23;362.64;1.887;405.4;1.51
27;-240.18;1.891;389.98;3.0
21;-38.48;1.894;51.49;3.0
25;132.45;1.891;132.45;1.0
23;92.66;1.889;92.66;1.03
24;27.01;1.887;99.43;1.46
22;12.7;1.888;71.46;2.08
24;-67.02;1.891;54.6;3.0
22;-133.44;1.892;191.97;2.2
22;-9.19;1.896;58.03;2.99
27;-348.41;1.899;498.15;3.0
26;52.35;1.899;66.62;1.83
27;81.93;1.896;81.93;1.0
26;171.06;1.894;189.16;1.39
25;76.76;1.892;77.46;1.05
23;257.59;1.89;257.59;1.0
27;72.63;1.887;72.63;1.04
27;-64.81;1.89;135.65;3.0
25;55.15;1.888;57.14;1.05
23;74.74;1.885;74.74;1.0
27;62.64;1.883;62.64;1.0
23;-76.61;1.883;290.18;2.05
23;133.56;1.881;133.56;1.04
23;71.76;1.878;71.76;1.0
25;53.88;1.881;87.84;2.85
23;43.73;1.88;78.14;1.45
25;48.21;1.877;72.44;1.09
26;69.86;1.877;123.6;1.62
24;60.17;1.874;60.17;1.02
22;172.33;1.872;172.33;1.03
25;-16.29;1.875;87.84;2.89
23;68.65;1.875;134.81;1.85
21;53.74;1.873;57.75;1.09
24;76.1;1.87;87.77;1.12
26;93.94;1.868;93.94;1.08
26;57.47;1.867;76.76;1.47
23;-1.4;1.868;43.39;2.32
25;115.76;1.866;125.61;1.09
23;-91.75;1.869;220.74;3.0
26;34.05;1.869;98.78;1.94
24;70.69;1.867;71.58;1.03
27;224.64;1.865;224.64;1.09
26;-98.76;1.868;135.33;3.0
22;-88.78;1.871;269.06;3.0
25;-69.12;1.874;75.58;3.0
23;118.37;1.872;118.37;1.0
22;-158.18;1.875;108.87;3.0
21;196.93;1.873;201.82;1.28
25;-26.02;1.876;62.99;3.0
22;-208.76;1.879;162.93;3.0
24;-26.69;1.882;40.12;3.0
25;105.99;1.882;127.43;1.82
26;196.17;1.88;196.17;1.0
24;111.83;1.88;173.48;1.88
24;-14.04;1.882;65.9;2.77
21;-24.72;1.884;158.92;2.41
23;52.33;1.883;82.77;1.73
24;126.95;1.881;126.95;1.0
22;157.98;1.878;209.24;1.04
25;38.7;1.878;89.11;1.63
25;-14.23;1.881;113.79;3.0
22;120.77;1.879;123.84;1.07
24;429.04;1.876;438.41;1.03
21;-31.36;1.879;80.87;3.0
22;-228.29;1.882;212.29;3.0
22;40.24;1.882;114.05;1.9
21;15.33;1.881;211.94;1.49
25;82.6;1.879;82.6;1.05
25;269.09;1.878;288.65;1.49
26;109.29;1.876;111.21;1.02
22;173.92;1.875;184.23;1.27
24;113.22;1.874;211.65;1.68
22;-90.32;1.877;52.28;3.0
22;-135.53;1.88;124.47;3.0
23;70.65;1.878;74.18;1.13
24;69.46;1.876;73.24;1.07
22;243.99;1.875;257.91;1.49
21;-155.53;1.878;145.85;3.0
21;56.12;1.877;126.9;1.59
22;81.42;1.875;81.42;1.02
24;111.6;1.873;111.6;1.08
22;71.2;1.871;71.2;1.04
22;-44.34;1.874;205.23;3.0
23;32.13;1.872;34.58;1.02
22;-30.59;1.874;58.52;3.0
25;-38.92;1.875;144.79;2.15
22;103.79;1.873;103.79;1.0
23;11.86;1.873;175.65;1.77
23;120.64;1.871;120.64;1.05
24;-954.29;1.873;591.75;3.0
25;111.23;1.873;159.79;1.7
22;-41.39;1.876;46.34;3.0
25;36.54;1.875;58.59;1.51
22;-138.71;1.877;169.97;3.0
23;-72.77;1.88;79.59;3.0
23;-42.16;1.883;124.21;3.0
22;104.23;1.881;104.23;1.04
22;-28.76;1.883;57.45;3.0
25;-7.35;1.886;50.46;2.88
24;-23.01;1.885;91.57;1.7
22;278.49;1.883;278.49;1.06
22;218.34;1.882;225.22;1.28
23;-294.89;1.885;172.53;3.0
25;159.5;1.883;172.4;1.33
21;-11.11;1.886;62.97;3.0
23;-133.4;1.888;94.33;3.0
22;55.19;1.888;63.01;1.53
22;56.79;1.886;57.84;1.05
25;223.65;1.884;223.65;1.04
22;65.45;1.882;65.45;1.01
26;67.86;1.881;89.66;1.38
22;59.99;1.881;70.48;1.97
21;43.77;1.881;60.67;1.85
23;-50.32;1.883;105.33;2.89
25;-45.36;1.886;99.33;3.0
22;82.96;1.884;84.76;1.02
23;-19.96;1.883;363.94;1.43
21;33.19;1.885;165.02;3.0
23;63.71;1.883;72.52;1.03
23;-150.93;1.886;86.67;3.0
21;29.16;1.884;69.14;1.19
24;-80.85;1.887;113.68;3.0
22;107.48;1.885;107.48;1.01
22;-85.71;1.885;237.25;2.2
25;158.08;1.888;266.72;3.0
21;97.5;1.886;98.15;1.05
20;62.26;1.888;106.27;2.6
22;23.44;1.887;119.13;1.83
22;58.72;1.886;58.72;1.04
22;53.78;1.885;73.13;1.6
21;132.29;1.883;170.54;1.14
23;106.03;1.881;106.03;1.0
24;-749.38;1.884;230.68;3.0
20;357.79;1.883;382.96;1.38
24;143.55;1.881;143.55;1.0
22;42.14;1.882;59.43;2.64
25;-57.31;1.885;95.16;3.0
24;80.08;1.883;108.69;1.31
24;-114.21;1.886;108.67;3.0
23;-372.8;1.888;189.5;3.0
24;109.66;1.887;126.45;1.43
23;34.49;1.886;58.67;1.42
23;45.27;1.884;45.27;1.0
25;139.22;1.883;246.19;1.07
22;112.62;1.881;142.68;1.22
25;283.11;1.879;283.11;1.04
23;-16.71;1.882;56.52;3.0
23;-33.04;1.884;73.65;3.0
23;95.97;1.882;98.02;1.09
25;54.67;1.884;132.01;2.66
21;61.71;1.882;62.82;1.06
23;120.44;1.881;120.44;1.0
26;-101.7;1.883;66.47;3.0
24;7.91;1.883;62.54;1.78
23;249.5;1.881;249.5;1.0
24;-94.66;1.883;121.29;3.0
24;333.79;1.882;372.44;1.49
26;2.65;1.883;280.13;2.26
23;62.02;1.882;66.86;1.05
26;104.88;1.88;107.49;1.11
25;13.67;1.88;53.7;1.94
21;-137.96;1.882;58.45;3.0
25;151.12;1.882;388.66;1.83
26;89.32;1.882;112.4;1.61
22;90.83;1.881;147.32;1.5
23;-204.29;1.883;180.98;3.0
22;102.99;1.881;102.99;1.01
25;204.58;1.88;210.49;1.05
21;16.17;1.88;66.99;1.79
21;409.02;1.879;424.45;1.51
25;32.94;1.878;61.73;1.49
25;-59.32;1.88;131.23;3.0
24;136.89;1.879;138.9;1.05
24;-50.57;1.881;91.54;3.0
27;-59.19;1.883;144.23;2.76
23;67.75;1.881;89.29;1.14
22;-66.74;1.884;119.88;3.0
20;-50.95;1.886;62.5;3.0
22;136.27;1.884;141.21;1.03
26;205.09;1.882;205.09;1.02
23;504.63;1.882;517.19;1.56
25;69.74;1.881;75.77;1.36
24;41.05;1.879;41.05;1.0
25;87.32;1.877;87.32;1.0
25;52.13;1.877;66.72;1.51
22;24.24;1.879;98.0;3.0
21;164.59;1.877;168.78;1.11
24;1.21;1.878;88.96;2.45
24;149.86;1.877;159.29;1.04
21;6.87;1.877;81.13;2.09
22;42.52;1.875;43.06;1.04
22;-109.12;1.878;76.03;3.0
26;616.86;1.878;696.98;1.86
24;190.1;1.876;190.1;1.04
21;50.84;1.875;50.84;1.08
